title,title_english,ruby,music_id,can_play_offline,genre,diff_type,difficulty
集結の華々,Shuketsu no Hanabana,しゅうけつのはなばな,1052,true,variety,hard,6.3
集結の華々,Shuketsu no Hanabana,しゅうけつのはなばな,1052,true,variety,expert,10.9
conflict,,ＣＯＮＦＬＩＣＴ,1104,true,variety,normal,5.0
conflict,,ＣＯＮＦＬＩＣＴ,1104,true,variety,hard,10.3
conflict,,ＣＯＮＦＬＩＣＴ,1104,true,variety,expert,13.4
こんにちは、ARuFaです。,"Konnichi wa, ARuFa desu.",こんにちは、ＡＲＵＦＡです,1043,false,variety,normal,3.0
こんにちは、ARuFaです。,"Konnichi wa, ARuFa desu.",こんにちは、ＡＲＵＦＡです,1043,false,variety,hard,7.5
こんにちは、ARuFaです。,"Konnichi wa, ARuFa desu.",こんにちは、ＡＲＵＦＡです,1043,false,variety,expert,10.4
ぼくの夢、メチャクソ無限湧き,"Boku no Yume, Mechakuso Mugen Waki",ぼくのゆめめちゃくそむげんわき,1044,true,variety,normal,4.0
ぼくの夢、メチャクソ無限湧き,"Boku no Yume, Mechakuso Mugen Waki",ぼくのゆめめちゃくそむげんわき,1044,true,variety,hard,9.6
ぼくの夢、メチャクソ無限湧き,"Boku no Yume, Mechakuso Mugen Waki",ぼくのゆめめちゃくそむげんわき,1044,true,variety,expert,12.6
ぼくの夢、メチャクソ無限湧き,"Boku no Yume, Mechakuso Mugen Waki",ぼくのゆめめちゃくそむげんわき,1044,true,variety,inferno,13.8
ゲームオーバー (feat. TORIENA),Game Over (feat. TORIENA),げーむおーばー,1094,false,variety,normal,2.0
ゲームオーバー (feat. TORIENA),Game Over (feat. TORIENA),げーむおーばー,1094,false,variety,hard,7.7
ゲームオーバー (feat. TORIENA),Game Over (feat. TORIENA),げーむおーばー,1094,false,variety,expert,11.7
ルーンファクトリー４スペシャルより「この想いを乗せて」,'Kono Omoi wo Nosete' from Rune Factory 4 Special,るーんふぁくとりー４すぺしゃるよりこのおもいをのせて,1051,true,variety,normal,1.0
ルーンファクトリー４スペシャルより「この想いを乗せて」,'Kono Omoi wo Nosete' from Rune Factory 4 Special,るーんふぁくとりー４すぺしゃるよりこのおもいをのせて,1051,true,variety,hard,5.6
ルーンファクトリー４スペシャルより「この想いを乗せて」,'Kono Omoi wo Nosete' from Rune Factory 4 Special,るーんふぁくとりー４すぺしゃるよりこのおもいをのせて,1051,true,variety,expert,9.0
DIVE With Ü,,ＤＩＶＥＷＩＴＨＵ,3064,true,original,normal,3.0
DIVE With Ü,,ＤＩＶＥＷＩＴＨＵ,3064,true,original,hard,9.6
DIVE With Ü,,ＤＩＶＥＷＩＴＨＵ,3064,true,original,expert,13.3
DIVE With Ü,,ＤＩＶＥＷＩＴＨＵ,3064,true,original,inferno,12.0
神,Kami,かみ,3058,true,original,normal,6.0
神,Kami,かみ,3058,true,original,hard,10.9
神,Kami,かみ,3058,true,original,expert,13.7
神,Kami,かみ,3058,true,original,inferno,14.1
cloud IX,,ＣＬＯＵＤＩＸ,3057,true,original,normal,4.0
cloud IX,,ＣＬＯＵＤＩＸ,3057,true,original,hard,10.5
cloud IX,,ＣＬＯＵＤＩＸ,3057,true,original,expert,13.6
Ouvertüre,Ouverture,ＯＵＶＥＲＴＵＲＥ,3011,true,original,normal,3.0
Ouvertüre,Ouverture,ＯＵＶＥＲＴＵＲＥ,3011,true,original,hard,9.6
Ouvertüre,Ouverture,ＯＵＶＥＲＴＵＲＥ,3011,true,original,expert,13.3
Ouvertüre,Ouverture,ＯＵＶＥＲＴＵＲＥ,3011,true,original,inferno,14.0
Love Kills U,,ＬＯＶＥＫＩＬＬＳＵ,3012,true,original,normal,4.0
Love Kills U,,ＬＯＶＥＫＩＬＬＳＵ,3012,true,original,hard,8.4
Love Kills U,,ＬＯＶＥＫＩＬＬＳＵ,3012,true,original,expert,12.5
Kira☆Kira☆Night,,ＫＩＲＡＫＩＲＡＮＩＧＨＴ,3028,true,original,normal,5.0
Kira☆Kira☆Night,,ＫＩＲＡＫＩＲＡＮＩＧＨＴ,3028,true,original,hard,9.6
Kira☆Kira☆Night,,ＫＩＲＡＫＩＲＡＮＩＧＨＴ,3028,true,original,expert,12.9
YOG,,ＹＯＧ,3015,true,original,normal,4.0
YOG,,ＹＯＧ,3015,true,original,hard,9.7
YOG,,ＹＯＧ,3015,true,original,expert,13.8
Lost Illusion,,ＬＯＳＴＩＬＬＵＳＩＯＮ,2234,true,original,normal,4.0
Lost Illusion,,ＬＯＳＴＩＬＬＵＳＩＯＮ,2234,true,original,hard,10.7
Lost Illusion,,ＬＯＳＴＩＬＬＵＳＩＯＮ,2234,true,original,expert,12.7
Cauliflower,,ＣＡＵＬＩＦＬＯＷＥＲ,2230,true,original,normal,4.0
Cauliflower,,ＣＡＵＬＩＦＬＯＷＥＲ,2230,true,original,hard,8.7
Cauliflower,,ＣＡＵＬＩＦＬＯＷＥＲ,2230,true,original,expert,12.8
Purple Skies,,ＰＵＲＰＬＥＳＫＩＥＳ,2231,true,original,normal,3.0
Purple Skies,,ＰＵＲＰＬＥＳＫＩＥＳ,2231,true,original,hard,8.4
Purple Skies,,ＰＵＲＰＬＥＳＫＩＥＳ,2231,true,original,expert,12.4
Lhaksha,Laksha/Laksa,ＬＨＡＫＳＨＡ,2211,true,original,normal,3.0
Lhaksha,Laksha/Laksa,ＬＨＡＫＳＨＡ,2211,true,original,hard,9.6
Lhaksha,Laksha/Laksa,ＬＨＡＫＳＨＡ,2211,true,original,expert,12.5
LIN NE KRO NE feat. lasah,,ＬＩＮＮＥＫＲＯＮＥ,2210,true,original,normal,4.0
LIN NE KRO NE feat. lasah,,ＬＩＮＮＥＫＲＯＮＥ,2210,true,original,hard,9.0
LIN NE KRO NE feat. lasah,,ＬＩＮＮＥＫＲＯＮＥ,2210,true,original,expert,13.7
フリーフォール,Free Fall,ふりーふぉーる,2053,true,original,normal,4.0
フリーフォール,Free Fall,ふりーふぉーる,2053,true,original,hard,8.8
フリーフォール,Free Fall,ふりーふぉーる,2053,true,original,expert,12.7
猫娘,Neko Musume,ねこむすめ,2046,true,original,normal,6.0
猫娘,Neko Musume,ねこむすめ,2046,true,original,hard,10.6
猫娘,Neko Musume,ねこむすめ,2046,true,original,expert,13.7
QiXiN MAdN3ss 2153,KISHIN MADNESS 2153,ＱＩＸＩＮＭＡＤＮ３ＳＳ２１５３,2091,true,original,normal,6.0
QiXiN MAdN3ss 2153,KISHIN MADNESS 2153,ＱＩＸＩＮＭＡＤＮ３ＳＳ２１５３,2091,true,original,hard,11.0
QiXiN MAdN3ss 2153,KISHIN MADNESS 2153,ＱＩＸＩＮＭＡＤＮ３ＳＳ２１５３,2091,true,original,expert,13.9
ARTEMiS,,ＡＲＴＥＭＩＳ,2036,true,original,normal,4.0
ARTEMiS,,ＡＲＴＥＭＩＳ,2036,true,original,hard,10.6
ARTEMiS,,ＡＲＴＥＭＩＳ,2036,true,original,expert,13.9
with U,,ＷＩＴＨＵ,2012,true,original,normal,3.0
with U,,ＷＩＴＨＵ,2012,true,original,hard,7.9
with U,,ＷＩＴＨＵ,2012,true,original,expert,11.8
with U,,ＷＩＴＨＵ,2012,true,original,inferno,13.6
Tell Me,,ＴＥＬＬＭＥ,2013,true,original,normal,3.0
Tell Me,,ＴＥＬＬＭＥ,2013,true,original,hard,7.9
Tell Me,,ＴＥＬＬＭＥ,2013,true,original,expert,11.8
LETHAL;WEAPON,,ＬＥＴＨＡＬＷＥＡＰＯＮ,1231,true,original,normal,3.0
LETHAL;WEAPON,,ＬＥＴＨＡＬＷＥＡＰＯＮ,1231,true,original,hard,8.0
LETHAL;WEAPON,,ＬＥＴＨＡＬＷＥＡＰＯＮ,1231,true,original,expert,12.9
THE MUZZLE FACING,,ＴＨＥＭＵＺＺＬＥＦＡＣＩＮＧ,2014,true,original,normal,4.0
THE MUZZLE FACING,,ＴＨＥＭＵＺＺＬＥＦＡＣＩＮＧ,2014,true,original,hard,9.8
THE MUZZLE FACING,,ＴＨＥＭＵＺＺＬＥＦＡＣＩＮＧ,2014,true,original,expert,13.8
GASHATT,,ＧＡＳＨＡＴＴ,1230,true,original,normal,4.0
GASHATT,,ＧＡＳＨＡＴＴ,1230,true,original,hard,10.1
GASHATT,,ＧＡＳＨＡＴＴ,1230,true,original,expert,12.4
Demon's Rave,,ＤＥＭＯＮＳＲＡＶＥ,1212,true,original,normal,5.0
Demon's Rave,,ＤＥＭＯＮＳＲＡＶＥ,1212,true,original,hard,10.0
Demon's Rave,,ＤＥＭＯＮＳＲＡＶＥ,1212,true,original,expert,12.8
jacaranda,,ＪＡＣＡＲＡＮＤＡ,1085,true,original,normal,4.0
jacaranda,,ＪＡＣＡＲＡＮＤＡ,1085,true,original,hard,9.3
jacaranda,,ＪＡＣＡＲＡＮＤＡ,1085,true,original,expert,12.7
CHECKER FLAG,,ＣＨＥＣＫＥＲＦＬＡＧ,1117,true,original,normal,3.0
CHECKER FLAG,,ＣＨＥＣＫＥＲＦＬＡＧ,1117,true,original,hard,7.2
CHECKER FLAG,,ＣＨＥＣＫＥＲＦＬＡＧ,1117,true,original,expert,12.9
Stratoliner,,ＳＴＲＡＴＯＬＩＮＥＲ,1122,true,original,normal,4.0
Stratoliner,,ＳＴＲＡＴＯＬＩＮＥＲ,1122,true,original,hard,9.8
Stratoliner,,ＳＴＲＡＴＯＬＩＮＥＲ,1122,true,original,expert,12.8
Utopia feat. shully,,ＵＴＯＰＩＡＦＥＡＴＳＨＵＬＬＹ,1121,true,original,normal,5.0
Utopia feat. shully,,ＵＴＯＰＩＡＦＥＡＴＳＨＵＬＬＹ,1121,true,original,hard,9.4
Utopia feat. shully,,ＵＴＯＰＩＡＦＥＡＴＳＨＵＬＬＹ,1121,true,original,expert,12.6
Let you DIVE!,,ＬＥＴＹＯＵＤＩＶＥ！,32,true,original,normal,3.0
Let you DIVE!,,ＬＥＴＹＯＵＤＩＶＥ！,32,true,original,hard,9.7
Let you DIVE!,,ＬＥＴＹＯＵＤＩＶＥ！,32,true,original,expert,11.8
Let you DIVE!,,ＬＥＴＹＯＵＤＩＶＥ！,32,true,original,inferno,13.4
Scramble TANO*C,,ＳＣＲＡＭＢＬＥＴＡＮＯＣ,3094,true,tanoc,normal,3.0
Scramble TANO*C,,ＳＣＲＡＭＢＬＥＴＡＮＯＣ,3094,true,tanoc,hard,9.6
Scramble TANO*C,,ＳＣＲＡＭＢＬＥＴＡＮＯＣ,3094,true,tanoc,expert,12.8
Everybody Say HARDCORE TANO*C,,ＥＶＥＲＹＢＯＤＹＳＡＹＨＡＲＤＣＯＲＥＴＡＮＯＣ,3082,true,tanoc,normal,4.0
Everybody Say HARDCORE TANO*C,,ＥＶＥＲＹＢＯＤＹＳＡＹＨＡＲＤＣＯＲＥＴＡＮＯＣ,3082,true,tanoc,hard,9.1
Everybody Say HARDCORE TANO*C,,ＥＶＥＲＹＢＯＤＹＳＡＹＨＡＲＤＣＯＲＥＴＡＮＯＣ,3082,true,tanoc,expert,13.4
Crush Out,,ＣＲＵＳＨＯＵＴ,3073,true,tanoc,normal,4.0
Crush Out,,ＣＲＵＳＨＯＵＴ,3073,true,tanoc,hard,10.2
Crush Out,,ＣＲＵＳＨＯＵＴ,3073,true,tanoc,expert,12.9
Keep on Groovin' feat. mow*2,,ＫＥＥＰＯＮＧＲＯＯＶＩＮ,3093,true,tanoc,normal,4.0
Keep on Groovin' feat. mow*2,,ＫＥＥＰＯＮＧＲＯＯＶＩＮ,3093,true,tanoc,hard,9.9
Keep on Groovin' feat. mow*2,,ＫＥＥＰＯＮＧＲＯＯＶＩＮ,3093,true,tanoc,expert,12.5
To the sky -wacca edit- feat.motoko,,ＴＯＴＨＥＳＫＹＷＡＣＣＡＥＤＩＴ,3091,true,tanoc,normal,3.0
To the sky -wacca edit- feat.motoko,,ＴＯＴＨＥＳＫＹＷＡＣＣＡＥＤＩＴ,3091,true,tanoc,hard,8.9
To the sky -wacca edit- feat.motoko,,ＴＯＴＨＥＳＫＹＷＡＣＣＡＥＤＩＴ,3091,true,tanoc,expert,12.5
We are the Massive New Krew (2020Edit),,ＷＥＡＲＥＴＨＥＭＡＳＳＩＶＥＮＥＷＫＲＥＷ,3089,true,tanoc,normal,3.0
We are the Massive New Krew (2020Edit),,ＷＥＡＲＥＴＨＥＭＡＳＳＩＶＥＮＥＷＫＲＥＷ,3089,true,tanoc,hard,8.6
We are the Massive New Krew (2020Edit),,ＷＥＡＲＥＴＨＥＭＡＳＳＩＶＥＮＥＷＫＲＥＷ,3089,true,tanoc,expert,13.0
We are the Massive New Krew (2020Edit),,ＷＥＡＲＥＴＨＥＭＡＳＳＩＶＥＮＥＷＫＲＥＷ,3089,true,tanoc,inferno,14.0
最先端坊将軍３,Saisentan-bo Shogun 3 / TOP SHOGUN 3,さいせんたんぼうしょうぐん３,3075,true,tanoc,normal,3.0
最先端坊将軍３,Saisentan-bo Shogun 3 / TOP SHOGUN 3,さいせんたんぼうしょうぐん３,3075,true,tanoc,hard,8.8
最先端坊将軍３,Saisentan-bo Shogun 3 / TOP SHOGUN 3,さいせんたんぼうしょうぐん３,3075,true,tanoc,expert,13.8
BPM=RT,,ＢＰＭＲＴ,3072,true,tanoc,normal,5.0
BPM=RT,,ＢＰＭＲＴ,3072,true,tanoc,hard,10.8
BPM=RT,,ＢＰＭＲＴ,3072,true,tanoc,expert,13.9
1BPM,,１ＢＰＭ,3076,true,tanoc,normal,4.0
1BPM,,１ＢＰＭ,3076,true,tanoc,hard,10.5
1BPM,,１ＢＰＭ,3076,true,tanoc,expert,13.7
Viyella's Nightmare,,ＶＩＹＥＬＬＡＳＮＩＧＨＴＭＡＲＥ,3086,true,tanoc,normal,4.0
Viyella's Nightmare,,ＶＩＹＥＬＬＡＳＮＩＧＨＴＭＡＲＥ,3086,true,tanoc,hard,11.0
Viyella's Nightmare,,ＶＩＹＥＬＬＡＳＮＩＧＨＴＭＡＲＥ,3086,true,tanoc,expert,13.8
Odin,,ＯＤＩＮ,3088,true,tanoc,normal,4.0
Odin,,ＯＤＩＮ,3088,true,tanoc,hard,10.7
Odin,,ＯＤＩＮ,3088,true,tanoc,expert,13.6
EXTRA HARD,,ＥＸＴＲＡＨＡＲＤ,3077,true,tanoc,normal,4.0
EXTRA HARD,,ＥＸＴＲＡＨＡＲＤ,3077,true,tanoc,hard,11.0
EXTRA HARD,,ＥＸＴＲＡＨＡＲＤ,3077,true,tanoc,expert,14.0
Obtain An Unused Whale In The Abstract Sea,,ＯＢＴＡＩＮＡＮＵＮＵＳＥＤＷＨＡＬＥＩＮＴＨＥＡＢＳＴＲＡＣＴＳＥＡ,3085,true,tanoc,normal,2.0
Obtain An Unused Whale In The Abstract Sea,,ＯＢＴＡＩＮＡＮＵＮＵＳＥＤＷＨＡＬＥＩＮＴＨＥＡＢＳＴＲＡＣＴＳＥＡ,3085,true,tanoc,hard,6.0
Obtain An Unused Whale In The Abstract Sea,,ＯＢＴＡＩＮＡＮＵＮＵＳＥＤＷＨＡＬＥＩＮＴＨＥＡＢＳＴＲＡＣＴＳＥＡ,3085,true,tanoc,expert,13.3
Middle,,ＭＩＤＤＬＥ,3079,true,tanoc,normal,3.0
Middle,,ＭＩＤＤＬＥ,3079,true,tanoc,hard,7.6
Middle,,ＭＩＤＤＬＥ,3079,true,tanoc,expert,12.9
Avenue,,ＡＶＥＮＵＥ,3080,true,tanoc,normal,3.0
Avenue,,ＡＶＥＮＵＥ,3080,true,tanoc,hard,7.9
Avenue,,ＡＶＥＮＵＥ,3080,true,tanoc,expert,12.9
えくすとりーむ↑↑おんがくスクール feat. ななひら,Extreme ↑↑ Ongaku School feat. nanahira,えくすとりーむおんがくすくーる,3090,true,tanoc,normal,4.0
えくすとりーむ↑↑おんがくスクール feat. ななひら,Extreme ↑↑ Ongaku School feat. nanahira,えくすとりーむおんがくすくーる,3090,true,tanoc,hard,10.9
えくすとりーむ↑↑おんがくスクール feat. ななひら,Extreme ↑↑ Ongaku School feat. nanahira,えくすとりーむおんがくすくーる,3090,true,tanoc,expert,13.8
T+ VS SHARK,,Ｔ＋ＶＳＳＨＡＲＫ,3074,true,tanoc,normal,4.0
T+ VS SHARK,,Ｔ＋ＶＳＳＨＡＲＫ,3074,true,tanoc,hard,10.9
T+ VS SHARK,,Ｔ＋ＶＳＳＨＡＲＫ,3074,true,tanoc,expert,13.8
Brand New World feat. Yukacco,,ＢＲＡＮＤＮＥＷＷＯＲＬＤ,3081,true,tanoc,normal,3.0
Brand New World feat. Yukacco,,ＢＲＡＮＤＮＥＷＷＯＲＬＤ,3081,true,tanoc,hard,7.5
Brand New World feat. Yukacco,,ＢＲＡＮＤＮＥＷＷＯＲＬＤ,3081,true,tanoc,expert,11.8
SUPER EMULATOR,,ＳＵＰＥＲＥＭＵＬＡＴＯＲ,3084,true,tanoc,normal,4.0
SUPER EMULATOR,,ＳＵＰＥＲＥＭＵＬＡＴＯＲ,3084,true,tanoc,hard,11.0
SUPER EMULATOR,,ＳＵＰＥＲＥＭＵＬＡＴＯＲ,3084,true,tanoc,expert,14.0
GAKKY,,ＧＡＫＫＹ,3083,true,tanoc,normal,4.0
GAKKY,,ＧＡＫＫＹ,3083,true,tanoc,hard,10.7
GAKKY,,ＧＡＫＫＹ,3083,true,tanoc,expert,13.7
NIGHTWAVE FRAGMENTS,,ＮＩＧＨＴＷＡＶＥＦＲＡＧＭＥＮＴＳ,3092,true,tanoc,normal,4.0
NIGHTWAVE FRAGMENTS,,ＮＩＧＨＴＷＡＶＥＦＲＡＧＭＥＮＴＳ,3092,true,tanoc,hard,10.6
NIGHTWAVE FRAGMENTS,,ＮＩＧＨＴＷＡＶＥＦＲＡＧＭＥＮＴＳ,3092,true,tanoc,expert,13.7
N3XTAGE,NEXTAGE,Ｎ３ＸＴＡＧＥ,3078,true,tanoc,normal,4.0
N3XTAGE,NEXTAGE,Ｎ３ＸＴＡＧＥ,3078,true,tanoc,hard,10.4
N3XTAGE,NEXTAGE,Ｎ３ＸＴＡＧＥ,3078,true,tanoc,expert,12.7
Big Daddy,,ＢＩＧＤＡＤＤＹ,3071,true,tanoc,normal,5.0
Big Daddy,,ＢＩＧＤＡＤＤＹ,3071,true,tanoc,hard,8.7
Big Daddy,,ＢＩＧＤＡＤＤＹ,3071,true,tanoc,expert,13.3
Ready Go feat. Yukacco,,ＲＥＡＤＹＧＯＦＥＡＴＹＵＫＡＣＣＯ,3087,true,tanoc,normal,3.0
Ready Go feat. Yukacco,,ＲＥＡＤＹＧＯＦＥＡＴＹＵＫＡＣＣＯ,3087,true,tanoc,hard,8.6
Ready Go feat. Yukacco,,ＲＥＡＤＹＧＯＦＥＡＴＹＵＫＡＣＣＯ,3087,true,tanoc,expert,12.3
Reach My Voice,,ＲＥＡＣＨＭＹＶＯＩＣＥ,3032,true,tanoc,normal,3.0
Reach My Voice,,ＲＥＡＣＨＭＹＶＯＩＣＥ,3032,true,tanoc,hard,8.8
Reach My Voice,,ＲＥＡＣＨＭＹＶＯＩＣＥ,3032,true,tanoc,expert,12.8
You & DIE,,ＹＯＵＤＩＥ,3063,true,tanoc,normal,4.0
You & DIE,,ＹＯＵＤＩＥ,3063,true,tanoc,hard,10.7
You & DIE,,ＹＯＵＤＩＥ,3063,true,tanoc,expert,13.6
Möbius,Moebius,ＭＯＢＩＵＳ,3062,true,tanoc,normal,8.0
Möbius,Moebius,ＭＯＢＩＵＳ,3062,true,tanoc,hard,10.8
Möbius,Moebius,ＭＯＢＩＵＳ,3062,true,tanoc,expert,14.1
Möbius,Moebius,ＭＯＢＩＵＳ,3062,true,tanoc,inferno,15.0
GENOCIDER (Kobaryo's FTN-Remix),,ＧＥＮＯＣＩＤＥＲＫＯＢＡＲＹＯＦＴＮＲＥＭＩＸ,3061,true,tanoc,normal,6.0
GENOCIDER (Kobaryo's FTN-Remix),,ＧＥＮＯＣＩＤＥＲＫＯＢＡＲＹＯＦＴＮＲＥＭＩＸ,3061,true,tanoc,hard,10.7
GENOCIDER (Kobaryo's FTN-Remix),,ＧＥＮＯＣＩＤＥＲＫＯＢＡＲＹＯＦＴＮＲＥＭＩＸ,3061,true,tanoc,expert,14.1
"Invisible Frenzy (Camellia's ""593: Insanely Fluctuated"" Remix)",,ＩＮＶＩＳＩＢＬＥＦＲＥＮＺＹＣＡＭＥＬＬＩＡＳ５９３ＩＮＳＡＮＥＬＹＦＬＵＣＴＵＡＴＥＤＲＥＭＩＸ,3060,true,tanoc,normal,6.0
"Invisible Frenzy (Camellia's ""593: Insanely Fluctuated"" Remix)",,ＩＮＶＩＳＩＢＬＥＦＲＥＮＺＹＣＡＭＥＬＬＩＡＳ５９３ＩＮＳＡＮＥＬＹＦＬＵＣＴＵＡＴＥＤＲＥＭＩＸ,3060,true,tanoc,hard,11.2
"Invisible Frenzy (Camellia's ""593: Insanely Fluctuated"" Remix)",,ＩＮＶＩＳＩＢＬＥＦＲＥＮＺＹＣＡＭＥＬＬＩＡＳ５９３ＩＮＳＡＮＥＬＹＦＬＵＣＴＵＡＴＥＤＲＥＭＩＸ,3060,true,tanoc,expert,14.1
Candy Star,,ＣＡＮＤＹＳＴＡＲ,3052,true,tanoc,normal,3.0
Candy Star,,ＣＡＮＤＹＳＴＡＲ,3052,true,tanoc,hard,9.5
Candy Star,,ＣＡＮＤＹＳＴＡＲ,3052,true,tanoc,expert,13.2
Onigami,,ＯＮＩＧＡＭＩ,3053,true,tanoc,normal,4.0
Onigami,,ＯＮＩＧＡＭＩ,3053,true,tanoc,hard,9.0
Onigami,,ＯＮＩＧＡＭＩ,3053,true,tanoc,expert,13.2
DANGEROOOOUS JUNGLE,,ＤＥＮＧＥＲＯＯＯＯＵＳＪＵＮＧＬＥ,3044,true,tanoc,normal,3.0
DANGEROOOOUS JUNGLE,,ＤＥＮＧＥＲＯＯＯＯＵＳＪＵＮＧＬＥ,3044,true,tanoc,hard,10.6
DANGEROOOOUS JUNGLE,,ＤＥＮＧＥＲＯＯＯＯＵＳＪＵＮＧＬＥ,3044,true,tanoc,expert,13.4
DANGEROOOOUS JUNGLE,,ＤＥＮＧＥＲＯＯＯＯＵＳＪＵＮＧＬＥ,3044,true,tanoc,inferno,14.1
Dimension Hacker,,ＤＩＭＥＮＳＩＯＮＨＡＣＫＥＲ,3045,true,tanoc,normal,4.0
Dimension Hacker,,ＤＩＭＥＮＳＩＯＮＨＡＣＫＥＲ,3045,true,tanoc,hard,10.8
Dimension Hacker,,ＤＩＭＥＮＳＩＯＮＨＡＣＫＥＲ,3045,true,tanoc,expert,13.4
Dimension Hacker,,ＤＩＭＥＮＳＩＯＮＨＡＣＫＥＲ,3045,true,tanoc,inferno,14.1
EPHMR,EPHEMERA,ＥＰＨＭＲ,3046,true,tanoc,normal,4.0
EPHMR,EPHEMERA,ＥＰＨＭＲ,3046,true,tanoc,hard,10.7
EPHMR,EPHEMERA,ＥＰＨＭＲ,3046,true,tanoc,expert,13.2
EPHMR,EPHEMERA,ＥＰＨＭＲ,3046,true,tanoc,inferno,14.1
クリムゾン帝王,Crimson Teio,くりむぞんていおう,3047,true,tanoc,normal,8.0
クリムゾン帝王,Crimson Teio,くりむぞんていおう,3047,true,tanoc,hard,11.7
クリムゾン帝王,Crimson Teio,くりむぞんていおう,3047,true,tanoc,expert,13.7
クリムゾン帝王,Crimson Teio,くりむぞんていおう,3047,true,tanoc,inferno,14.2
Break Through Myself feat. Risa Yuzuki,,ＢＲＥＡＫＴＨＲＯＵＧＨＭＹＳＥＬＦ,3031,true,tanoc,normal,4.0
Break Through Myself feat. Risa Yuzuki,,ＢＲＥＡＫＴＨＲＯＵＧＨＭＹＳＥＬＦ,3031,true,tanoc,hard,10.2
Break Through Myself feat. Risa Yuzuki,,ＢＲＥＡＫＴＨＲＯＵＧＨＭＹＳＥＬＦ,3031,true,tanoc,expert,13.4
D3LTA QOMPLEX,DELTA COMPLEX,Ｄ３ＬＴＡＱＯＭＰＬＥＸ,3034,true,tanoc,normal,4.0
D3LTA QOMPLEX,DELTA COMPLEX,Ｄ３ＬＴＡＱＯＭＰＬＥＸ,3034,true,tanoc,hard,9.9
D3LTA QOMPLEX,DELTA COMPLEX,Ｄ３ＬＴＡＱＯＭＰＬＥＸ,3034,true,tanoc,expert,13.1
Chobit Flavor,,ＣＨＯＢＩＴＦＬＡＶＯＲ,3033,true,tanoc,normal,3.0
Chobit Flavor,,ＣＨＯＢＩＴＦＬＡＶＯＲ,3033,true,tanoc,hard,9.2
Chobit Flavor,,ＣＨＯＢＩＴＦＬＡＶＯＲ,3033,true,tanoc,expert,12.6
Machinery of Avoid,,ＭＡＣＨＩＮＥＲＹＯＦＡＶＯＩＤ,3008,true,tanoc,normal,4.0
Machinery of Avoid,,ＭＡＣＨＩＮＥＲＹＯＦＡＶＯＩＤ,3008,true,tanoc,hard,8.5
Machinery of Avoid,,ＭＡＣＨＩＮＥＲＹＯＦＡＶＯＩＤ,3008,true,tanoc,expert,12.7
Datamania (tpz Overheat Remix),,ＤＡＴＡＭＡＮＩＡ,3009,true,tanoc,normal,3.0
Datamania (tpz Overheat Remix),,ＤＡＴＡＭＡＮＩＡ,3009,true,tanoc,hard,7.8
Datamania (tpz Overheat Remix),,ＤＡＴＡＭＡＮＩＡ,3009,true,tanoc,expert,12.6
超MANJIラッシュ,Cho MANJI Rush,ちょうＭＡＮＪＩらっしゅ,3013,true,tanoc,normal,5.0
